movie_id;tmdb_id;title;original_title;overview;poster_path;release_date;runtime
7892;;La Croisière;The Cruise;Timothy “Speed” Levitch, guide touristique excentrique new-yorkais, transforme chacune de ses visites en une véritable performance.   À bord d’un bus à impériale, il déclame des monologues fiévreux mêlant poésie, réflexions philosophiques et humour acerbe.   Son regard singulier sur la ville fait de ce rôle banal une exploration profonde de la vie, de l’amour et de l’expérience humaine.;https://fr.web.img6.acsta.net/img/bf/2a/bf2ae102f1e9ae433a8e1a088273c7b8.jpg;2026-03-04;74
7899;;Searching for Amani;Searching for Amani;Un jeune journaliste en herbe enquête sur le meurtre mystérieux de son père dans l'une des plus grandes réserves naturelles du Kenya. Alors qu'une sécheresse dévastatrice s'installe, sa quête du tueur s'oriente vers les dommages collatéraux d'un monde en surchauffe.;https://fr.web.img6.acsta.net/img/27/be/27be7c34cdf0dcd8aba3b598cfe7d913.jpg;;80
7901;;Climate Film Festival - Court-métrages de fiction;Climate Film Festival - Court-métrages de fiction;Programme de sept courts métrages de fiction en partenariat avec le Climate Film Festival :;https://fr.web.img6.acsta.net/img/3c/3b/3c3bcb8ef424a1b2b1b656d072a2ffaa.jpg;;86
7902;;To Hold a Mountain;To Hold a Mountain;Dans les hauts plateaux reculés du Monténégro, une mère bergère et sa fille défendent avec fierté leur montagne contre la menace de sa transformation en terrain d’entraînement militaire de l’OTAN.;https://fr.web.img6.acsta.net/img/0d/4d/0d4d42424590fdfb6b869d813f892021.jpg;;103
7904;;Climate Film Festival - Court-métrages expérimentaux;Climate Film Festival - Court-métrages expérimentaux;Programme de sept courts métrages expérimentaux s'inscrivant dans le cadre du partenariat avec le;https://fr.web.img6.acsta.net/img/9e/1c/9e1cb81b5b43d2001b6a88a2947483c3.jpg;;97
7905;;Yanuni;Yanuni;Le portrait de Juma Xipaya, une courageuse activiste autochtone brésilienne et première femme élue cheffe dans la région du Moyen Xingu, en Amazonie.;https://fr.web.img6.acsta.net/img/8a/11/8a11251414ee3b5954fe265bd813d598.jpg;;112
7909;;Before & After - Histoire intime d’une collection;Before & After - Histoire intime d’une collection;À l’occasion d’une promenade dans leur parc de sculptures en Provence, Anne et Wolfgang Titze (elle, Parisienne, lui, Viennois) déroulent le fil d’une histoire singulière : celle d’une rencontre entre deux mondes, deux cultures, qui, loin de s’opposer, ont su puiser dans leurs différences une harmonie féconde, donnant ainsi naissance à l’une des plus belles collections d’art contemporain.;https://fr.web.img6.acsta.net/img/e0/25/e0253159530d1bdaba5bdf7dcb9db5d0.jpg;;60
7910;;Programme Courts Métrages Isabelle Prim;Programme Courts Métrages Isabelle Prim;Déjeuner chez Gertrude Stein : Une fée est invitée à déjeuner chez Gertrude Stein et d’un coup change de monde. D’après Fairy Queen d’Olivier Cadiot Je serai quand même bientôt tout à fait mort enfin : Virginia Woolf, Roland Barthes, Frida Kahlo, Franz Kafka, Lewis Carroll, etc. ont en commun d'avoir tenu un journal intime. Qu'advient-il lorsqu’on prélève de ces journaux leur tout derniers mots ?;https://fr.web.img6.acsta.net/img/d5/e2/d5e2fb0ffc6f6d8bda2b536b2db6dd2b.png;;70
7911;;I Am Martin Parr;I Am Martin Parr;Portrait du photographe Martin Parr.;https://fr.web.img6.acsta.net/img/98/07/9807aaf3ab94e948a50f0fcce9c7a71d.png;;66
7912;;Mens;Mens;À la mort de sa grand-mère, un adolescent hérite d'un mystérieux dossier d'instruction daté de 1895. Fasciné par cette archive criminelle, à la fois document réel et instrument de fiction, l'adolescent de 14 ans devient le juge d'instruction d'une affaire conclue depuis plus d'un siècle.;https://fr.web.img6.acsta.net/img/b5/21/b5212226b31421023a9fa13010362033.jpeg;;105
7925;;Un jour avec mon père;My Father's Shadow;Un Jour avec mon père est un récit semi-autobiographique se déroulant sur une seule journée dans la capitale nigériane, Lagos, pendant la crise électorale de 1993. Un père tente de guider ses deux jeunes fils à travers l'immense ville alors que des troubles politiques menacent.;https://fr.web.img6.acsta.net/img/42/4a/424afa6c704171e9baaea342d9c0f338.jpg;2026-03-25;93
7929;;The Legend of Hei II;Luo Xiaohei Zhan Ji 2;Alors qu'il poursuit sereinement sa formation auprès de Wuxian, Hei voit son monde s'effondrer lorsqu'une attaque sanglante frappe une guilde de Yaojing et que son maître est désigné comme coupable. Aux côtés de Luye, la disciple de Wuxian, il s'engage dans une enquête périlleuse pour faire éclater la vérité et découvre qu'une conspiration menace de ranimer le conflit entre humains et esprits.;https://fr.web.img6.acsta.net/img/a8/05/a80506af2871487d7086caa05e64fa57.png;2026-04-23;120
7931;;Sans retour;Southern comfort;Lors d'un exercice militaire dans les marécages de la Louisiane, neuf membres de la garde nationale empruntent des barques aux cajuns. L'un des soldats, apeuré par la présence d'un des habitants, lui tire dessus, heureusement à blanc. Mais les cajuns ripostent avec de vrais balles. Les militaires sont tués un à un. Deux seuls arrivent à survivre.;https://fr.web.img6.acsta.net/img/54/2d/542d639e51e69f9bbfee974c8099c9b4.jpg;2025-11-10;99
7934;;Rex Studios;Rex Studios;;https://fr.web.img6.acsta.net/pictures/17/01/23/15/01/416271.jpg;2022-01-01;45
7935;;Visite guidée;Visite guidée;;;;5
7936;;Sauvez le cinéma !;Sauvez le cinéma !;EN COLLABORATION AVEC TEAM BREAK;https://fr.web.img6.acsta.net/img/30/e8/30e865dbd7082d093fb6d93f525f3908.JPG;2021-06-09;45
7938;;Moonwalker;Moonwalker;Dans les années trente, Monsieur Big, un malfrat de la pire espèce, sévit dans les rues de Chicago. Lorsqu’il s’en prend à de jeunes enfants, Michael Jackson ne peut s’empêcher de réagir et avec l’aide de ses amis, Sean, Zeke et Katie, ils vont tout faire pour mettre ce dangereux truand sous les verrous. Un combat du bien contre le mal au sommet.;https://fr.web.img6.acsta.net/medias/nmedia/18/71/34/22/19131835.jpg;;93
7943;;Le Cid (Comédie-Française);Le Cid (Comédie-Française);Chimène, fille du comte Don Gomès, et Rodrigue, dit Le Cid, s’aiment passionnément. Mais une grave querelle oppose leurs familles, Rodrigue doit alors venger l’honneur de son père au cours d’un duel inévitable avec le comte… Un combat qui bouleverse son histoire d’amour avec Chimène.;https://fr.web.img6.acsta.net/img/9c/3e/9c3ef747092bfc398d919af166551a41.jpg;2026-04-26;155
7958;;Edmond et Lucy - La Forêt, c'est l'aventure;Edmond et Lucy - La Forêt, c'est l'aventure;La forêt d'Edmond et Lucy est un monde à explorer sans fin ! Sentiers secrets, arbres centenaires, habitants mystérieux... À chaque pas, la nature révèle ses richesses et ses mystères. Pour nos deux explorateurs en herbe, l'aventure est partout. Il suffit de se laisser guider par la forêt !;https://fr.web.img6.acsta.net/img/c3/f1/c3f1c0f0487600d766398e361cb351bd.jpg;2026-03-25;45
7962;;Caravane ;Karavan;Ester élève seule David, son fils, atteint d'une déficience intellectuelle. Cet été, elle rêve d’un peu d'insouciance chez des amis en Italie. Mais après une crise de David, la tension monte, et ils se retrouvent exilés dans une vieille caravane au fond du jardin. C'en est trop pour Ester. Sur un coup de tête, ils prennent la route. Quand Zuza, jeune routarde sans préjugés, embarque à leurs côtés, un trio bancal mais sincère se forme, entre joie fragile et liberté inattendue.;https://fr.web.img6.acsta.net/img/55/19/5519956263baf87ed9deb0936c4ccd97.jpg;2026-04-22;103
7974;;Cinema Paradiso;Nuovo cinema Paradiso;Alfredo vient de mourir. Pour Salvatore, cinéaste en vogue, c'est tout un pan de son passé qui s'écroule. On l’appelait Toto a l'époque. Il partageait son temps libre entre l'office où il était enfant de chœur et la salle de cinéma paroissiale, en particulier la cabine de projection où régnait Alfredo...;https://fr.web.img6.acsta.net/pictures/15/06/03/15/09/279596.jpg;1989-09-20;118
7976;;Torso;I Corpi presentano tracce di volenza carnale;Partie étudier l'art en Italie, la vie de Jane, une américaine, devient moins paisible à partir du moment où une série de meurtres commence sur le campus... La police ne parvient pas à retrouver le coupable et très inquiètes, elle et ses amies décident de partir à la campagne pour s'éloigner et être en sécurité. Malheureusement, le meurtrier est lui aussi parti se reposer au même endroit qu'elles !;https://fr.web.img6.acsta.net/img/37/f3/37f3ddb04dc729f12cdccabf664948b0.jpg;;90
7977;;Les Sentiers de la gloire;Paths of Glory;"En 1916, durant la Première Guerre mondiale, le général français Broulard ordonne au général Mireau de lancer une offensive suicidaire contre une position allemande imprenable, surnommée ""La fourmilière"". Au moment de l'attaque, les soldats tombent par dizaines et leurs compagnons, épuisés, refusent d'avancer...";https://fr.web.img6.acsta.net/medias/nmedia/18/35/35/59/19658149.jpg;1975-03-26;88
7978;;Tokyo Godfathers;Tôkyô goddofâzâzu;A Tokyo, pendant les fêtes de Noël, trois amis sans abri trouvent un bébé abandonné et une mystérieuse clé annonciatrice de folles aventures.;https://fr.web.img6.acsta.net/medias/nmedia/18/63/07/11/19462959.jpg;;92
7988;;Un lugar mas grande;Un lugar mas grande;"Au Chiapas, dans le sud du Mexique, les habitants de Tila et d’autres villages ayant expulsé la mairie et la police se confrontent au défi de l'autogouvernement. ""Un lugar más grande"" explore la construction de l'autonomie au quotidien, révélant une large trame de personnes, de générations, d'esprits et de paysages, et des images inédites. Une plongée au cœur d'un processus collectif, quand l'autogouvernement devient une responsabilité envers soi-même et envers les autres. Une aventure d’inspiration zapatiste en territoire maya.";https://fr.web.img6.acsta.net/img/7c/0f/7c0f05028226e11a296b633ffe6db6e2.jpg;2026-04-22;115
7989;;Sans retour possible;Sans retour possible;""" Sans retour possible "" : ces trois mots barrent les papiers d'identité des Arméniens partis de Turquie après les massacres de 1915.";https://fr.web.img6.acsta.net/img/61/4b/614bdffed942db879508dbaacc9d1a48.jpeg;2026-04-22;108
7992;;La Jeune fille à l'écho;Paskutine atostogu diena;Adaptation de la nouvelle;https://fr.web.img6.acsta.net/pictures/20/06/19/16/03/1295857.jpg;2020-09-02;66
7993;;City on fire;Long hu feng yun;"À la suite d'un assassinat en plein quartier populaire de Hong Kong, l'inspecteur Lau charge un de ses meilleurs flics d'infiltrer un gang de dangereux malfaiteurs. Ko Chow devient ainsi une ""taupe"", suspecté par les braqueurs et poursuivi par la police qui ignore tout de sa véritable identité. Après un hold-up particulièrement sanglant, Chow se lie d'amitié avec son chef de bande, l'implacable mais loyal Lee Fu.";https://fr.web.img6.acsta.net/img/f8/ca/f8ca3bd94119fbe926e25ba5076451b9.jpg;1987-02-13;100
8002;;Le Syndicat du crime;Ying hung boon sik;Sung Tse Ho et Mark Gor deux seigneurs de la mafia à Hong Kong, coulent des jours heureux sous les ordres d'un parrain vieillissant. Tout irait pour le mieux si Ho n'avait un frère cadet qui a choisi de faire carrière dans la police.;https://fr.web.img6.acsta.net/img/b8/86/b88681b6a69ec625cc359fcce46f8316.jpg;1993-07-21;95
8004;;Gros-pois et Petit-point;Prick och Fläck;Le premier est couvert de pois, tandis que l’autre est parsemé de points. Et ils sont très heureux comme ça. Mais vous n’êtes pas au bout de vos surprises car les aventures de Gros-pois et Petit-point riment avec imagination, observation et expérimentation... Un délice pour les plus petits.;https://fr.web.img6.acsta.net/pictures/22/03/28/12/59/2876751.jpg;2011-11-30;43
8005;;Les Petits contes de la nuit;Les Petits contes de la nuit;Une histoire, un câlin, un bon lit, il en faut peu pour bien dormir !;https://fr.web.img6.acsta.net/img/d2/14/d214d797ce20ee5ef8cd36afa5611327.jpg;2020-03-04;40
8007;;Un balcon à Limoges;Un balcon à Limoges;Gladys Choseille, une femme d’une cinquantaine d’années, vit à l’écart de la société, sans logement, sans carte Vitale, sans banque. Rien ne compte pour elle, même pas le sexe, l’alcool et la danse qu’elle pratique pourtant avec une frénésie joyeuse. Un matin, elle rencontre par hasard une amie de lycée, Eugénie Flan, qui va tenter de l’aider contre sa volonté.;https://fr.web.img6.acsta.net/img/9f/fd/9ffd5cf8fa93dc5cc78a79ca541b0f47.jpg;2026-04-29;70
8009;;Pickpocket;Pickpocket;L'itinéraire de Michel, jeune homme solitaire, fasciné par le vol, qu'il élève au niveau d'un art, persuadé que certains êtres d'élite auraient le droit d'échapper aux lois.;https://fr.web.img6.acsta.net/medias/nmedia/18/60/06/97/19052621.jpg;;75
8010;;Little Feet;Little Feet;Déterminés à libérer leur poisson rouge, Lana et Nico se lancent dans une odyssée urbaine magique, quittant leur maison de Los Angeles pour rejoindre l’océan. Leur aventure, racontée à travers les yeux de ce frère et cette sœur, est jalonnée de rencontres aussi folles qu’inquiétantes.;https://fr.web.img6.acsta.net/img/fc/f7/fcf7e3652b93dd463625360e32acdee0.jpg;2026-04-08;64
8013;;Un, deux, trois;One, Two, Three;A Berlin-Ouest, l'ambitieux Mac Namara représente les intérêts de Coca-Cola. Il voudrait bien conquérir le marché de l'Est, ce qui lui vaudrait à coup sûr de l'avancement. Il entreprend donc de convaincre un trio d'attachés commerciaux soviétiques. Sur ces entrefaites débarque miss Coca, fille du grand patron de la firme et séductrice impénitente. Les tracas ne font que commencer...;https://fr.web.img6.acsta.net/pictures/19/06/04/11/59/4102506.jpg;;115
8016;;The Hand;The Hand;Hong Kong, années 60. Zhang, un timide tailleur, est fasciné par son impérieuse cliente, Mlle Hua. Dès qu’il la rencontre, elle le séduit pour s’assurer qu’il se souviendra d’elle lorsqu’il dessinera ses vêtements. Après cette première rencontre intime, une relation passionnante se développe entre les deux…;https://fr.web.img6.acsta.net/img/01/c4/01c4a88410acda50fb9b24afda38915a.jpg;2023-12-20;56
8018;;La Derniere Vague;The Last Wave;Des phénomènes atmosphériques hors-du-commun se manifestent en Australie. Ils seraient annonciateurs d'un prochain cataclysme selon les aborigènes du pays.;https://fr.web.img6.acsta.net/medias/nmedia/18/64/88/55/18811147.jpg;;106
8021;;Ginza Cosmetics;Ginza keshô;Mère célibataire et hôtesse de bar en fin de carrière, Yukiko Tsuji travaille sans relâche au Bel Ami, un petit club du quartier animé de Ginza à Tokyo, pour subvenir aux besoins de son jeune fils, Haruo, garçon vif et malin, mais livré à lui-même. Lorsque sa patronne envisage de vendre l’établissement, Yukiko, elle-même criblée de dettes, doit faire face aux avances d’un puissant homme d’affaires aux pratiques peu scrupuleuses, afin de trouver l’argent nécessaire à la survie du Bel Ami...;https://fr.web.img6.acsta.net/img/6b/d0/6bd0fcb00c71c6b3586b38e4aad53603.jpg;2026-04-15;87
8029;;Hanussen;Hanussen;Grandeur et chute du mage Hanussen, qui predit la montee au pouvoir d'Hitler.;https://fr.web.img6.acsta.net/pictures/210/215/21021568_20130722143808926.jpg;;140
8031;;Anemone – Les racines du mensonge;Anemone;Voilà 10 ans que Ray Stroker s'est exilé au cœur d'une forêt reculée d'Angleterre, coupé du monde et de sa famille. Mais lorsque celle-ci décide de renouer le contact, les traumatismes de chacun refont surface. Après une décennie de silence, l'heure est venue pour Ray de se confronter à ses secrets.;https://fr.web.img6.acsta.net/img/58/b3/58b398c7f7452a1559c1cd9e8b9cfada.jpg;2026-03-25;125
8037;;Wives 2, dix ans après;Hustruer - ti år etter;Kaja, Mie et Heidrun se retrouvent lors d’une soirée, dix ans après leur première escapade. Elles quittent cette fête ensemble, un brin éméchées, décidant de ne pas rentrer. Elles vont être de nouveau confrontées chacune aux incohérences de leur vie quotidienne, amoureuse et sociale.;https://fr.web.img6.acsta.net/img/f5/14/f51480acbc19b48899f830e4584ebb46.jpg;2026-04-01;88
8038;; Wives 3, elles ont 50 ans !;Hustruer III;Mie, Heidrun et Kaja se retrouvent pour fêter les 50 ans de cette dernière. Elles en profitent pour faire un point sur leurs vies, leurs hommes, leurs enfants et leurs parents vieillissants... Elles évoquent aussi leurs rêves, et leurs craintes grandissantes de ne pas parvenir à les réaliser.;https://fr.web.img6.acsta.net/img/f5/14/f51480acbc19b48899f830e4584ebb46.jpg;2026-04-01;76
8039;;La Barrière de chair;Nikutai no mon;Après la Seconde Guerre mondiale, dans un Japon meurtri, cinq prostituées vivent en groupe dans un ghetto de Tokyo. Telles une famille unie, elles défendent leur territoire et leurs intérêts communs. Mais l’arrivée d’une nouvelle fille et d’un ancien soldat blessé pourrait mettre en péril leur unité.;https://fr.web.img6.acsta.net/img/5f/42/5f4247b1343d6e98680610a06be139cc.jpg;1990-06-27;90
8041;;Le Vagabond de Tokyo;Tôkyô nagaremono;Tetsu, yakuza intrépide et loyal, suit son chef Kurata qui décide de quitter le crime. Mais les clans rivaux cherchent à s’emparer de leurs affaires, forçant Tetsu à fuir Tokyo et à errer à travers le Japon, toujours poursuivi par ses ennemis.;https://fr.web.img6.acsta.net/img/7b/75/7b75e25e51a6d1222b38eea8a8541649.jpg;1994-07-13;83
8042;;Histoire d'une prostituée;Shunpu den;Dans les années 1930, Harumi est une prostituée dont l’amant vient de se marier à une femme qu’il n’aime pas. Dépitée, elle se rend en Mandchourie, en plein conflit sino-japonais, pour y travailler avec d’autres filles. Elle y devient vite le souffre-douleur d’un officier violent.;https://fr.web.img6.acsta.net/img/71/cc/71ccf25eacda111a82012089032c68be.jpg;2018-03-28;96
8043;;La Jeunesse de la bête;Yaju no seishun;Le détective Tajima joue un jeu dangereux : afin de venger la mort d’un de ses amis, il accumule les délits. Conformément à ses plans, les Yakuza le recrutent rapidement et il intègre le gang qu’il veut détruire en semant la discorde de l’intérieur. Mais alors que le massacre commence, il réalise avec stupeur que la personne à la tête du clan ne répond pas aux critères mafieux habituels.;https://fr.web.img6.acsta.net/img/97/5c/975cb6dd7778016d9f1e386df8bb406c.jpg;;92
8044;;La Marque du tueur;Koroshi No Rakuin;Goro Hanada, troisième tueur le plus redouté de la pègre japonaise, est un professionnel impitoyable, perturbé seulement par un étrange fétichisme pour l’odeur du riz bouilli. Lorsqu’il rate sa cible et tue une innocente, il devient la proie de son organisation et de son insaisissable « tueur numéro 1 ».;https://fr.web.img6.acsta.net/img/c7/be/c7bed964337fcb939e738d1b08934365.jpg;;92
8046;;La Vie d'un tatoué;Irezumi Ichidai;Deux freres en fuite pour avoir supprime un patron de gang se dissimulent au sein d'une equipe d'ouvriers du batiment. Ils decouvrent alors la vie miserable du proletariat et l'emprise des yakuzas sur ce secteur.;https://fr.web.img6.acsta.net/img/58/26/5826fc88297308da3670a158ce625178.jpg;;87
8047;;Elégie de la bagarre;Kenka erejii;Chronique d'une adolescence violente, à Okayama, dans les années trente.;https://fr.web.img6.acsta.net/img/6f/a1/6fa1fa6fbd0d7d6fe78ee97698130df8.jpg;;86
8048;;Maru;Maru;Sawada, jeune diplômé d’art sans succès, assiste un créateur renommé jusqu’à un accident qui le blesse au bras et lui coûte son emploi. Chez lui, il remarque une fourmi qui le conduit à tracer un cercle, bientôt obsédant et envahissant.;https://fr.web.img6.acsta.net/img/71/4d/714daffc6a2da8ff8d7a537e819f61f6.jpg;;117
8049;;The Life Of Sean DeLear;The Life Of Sean DeLear;Portrait kaléidoscopique de l’icône queer punk Sean DeLear, constitué d’images vidéo personnelles et de témoignages actuels de ses collaborateur·ices et proches. Chanteur·euse du groupe postpunk Glue, cet·te artiste à la personnalité hors du commun a repoussé·e les barrières de la scène culturelle de Los Angeles, en tant que performeur·se queer, noir·e et icône drag.;;;82
8051;;The Magic City;The Magic City;;;;100
8053;;Pluie noire;Kuroi Ame;Hiroshima – 6 Août 1945. La vie suit son cours, comme tous les jours. Un terrible éclair déchire le ciel. Suivi d’un souffle terrifiant. Et l’Enfer se déchaîne. Des corps mutilés et fantomatiques se déplacent parmi les amas de ruines. Au même moment, Yasuko faisait route sur son bateau, vers la maison de son oncle.  Une pluie noire s’est alors abattue sur les passagers. Ils ne savaient pas, ils ne savaient rien Quelques années plus tard, les irradiés sont devenus des parias dans le Japon d’après-guerre.;https://fr.web.img6.acsta.net/img/40/2e/402e02fa516a72e97aeb6d5c0242169f.jpg;1989-10-30;118
8054;;La Sentinelle;La Sentinelle;Mathias, qui vivait en Allemagne, décide de regagner la France. Dans le train, il croise un homme qui le menace, l'insulte et disparait. Il découvre le lendemain dans sa valise une tête humaine reduite à la manière des Indiens Jivaros. Mathias ne pense plus qu'à cette tête, tente de percer son mystère et s'isole totalement du monde...;https://fr.web.img6.acsta.net/medias/nmedia/18/36/06/59/19468529.jpg;2021-10-31;139
8055;;La Vengeance est à Moi;Fukushû suruwa wareniari;En octobre 1963, la police découvre les cadavres de deux collecteurs de taxes dans la campagne. Le suspect est l’un de leurs collègues : Iwao Enokizu, un escroc plusieurs fois condamné. Réfugié dans une auberge d’Hamatsu, Enokizu se fait passer pour un professeur d’université et poursuit ses méfaits alors que son portrait est affiché dans tout le Japon. L’histoire vraie d’un tueur sans scrupules que la société a transformé en monstre.;https://fr.web.img6.acsta.net/img/40/2e/402e02fa516a72e97aeb6d5c0242169f.jpg;1982-11-24;130
8056;;Memories of Murder;Salinui chueok;En 1986, dans la province de Gyunggi, le corps d'une jeune femme violée puis assassinée est retrouvé dans la campagne. Deux mois plus tard, d'autres crimes similaires ont lieu. Dans un pays qui n'a jamais connu de telles atrocités, la rumeur d'actes commis par un serial killer grandit de jour en jour. Une unité spéciale de la police est ainsi créée dans la région afin de trouver rapidement le coupable. Elle est placée sous les ordres d'un policier local et d'un détective spécialement envoyé de Séoul à sa demande. Devant l'absence de preuves concrètes, les deux hommes sombrent peu à peu dans le doute...;https://fr.web.img6.acsta.net/pictures/17/04/14/09/41/477957.jpg;2004-06-23;130
8057;;La Ballade de Narayama;Narayama Bushikou;Orin, une vieille femme des montagnes du Shinshu, atteint l'âge fatidique de soixante-dix ans. Comme le veut la coutume, elle doit se rendre sur le sommet de Narayama pour être emportée par la mort. La sagesse de la vieille femme aura d'ici-là l'occasion de se manifester.;https://fr.web.img6.acsta.net/img/40/2e/402e02fa516a72e97aeb6d5c0242169f.jpg;1983-09-28;131
8058;;La Persécution;Forfølgelsen;Au début du 17ème siècle, une femme, Eli, fermière et tisserande, revient dans un village près de là où elle a grandi. Eprise de liberté et d’indépendance, elle ne craint pas d’avouer ouvertement son amour pour Aslak, un valet de ferme, qui est attirée par elle. Peu à peu, elle s’attire la jalousie des gens du village. On commence à lui attribuer des pouvoirs surnaturels, et des connaissances occultes. Une série d’incidents apparemment inexplicables semblent confirmer ces soupçons. Mais elle est protégée par la riche notable du village, son amie, ce qui la rend pour le moment intouchable...;https://fr.web.img6.acsta.net/img/35/ed/35ed470369140d245899854345096abe.jpg;2026-05-06;93
8059;;L'Héritage;Arven;À la mort de l’armateur Kai Skaug, la famille dispersée se retrouve étroitement liée par son héritage. Car le défunt, dans son testament, a décrété que seule, une famille entière et unie, aura le droit de lui succéder à la tête de la société qu’il a créée.  Avec donc certaines responsabilités et charges à assumer. Cet héritage change la vie de chacun et fait éclater des conflits longtemps dissimulés.;https://fr.web.img6.acsta.net/img/35/ed/35ed470369140d245899854345096abe.jpg;2026-05-06;95
8060;;Le Viol (le cas Anders);Voldtekt;Une banlieue banale couverte de neige. Au petit matin, un viol est commis, bientôt suivi d’une autre tentative. Anders a été remarqué non loin de la scène du crime. La police l’arrête et se livre à une enquête pour savoir quelles pourraient être les raisons qui auraient poussé ce jeune homme ordinaire à commettre deux crimes. Anders ne peut se reconnaître dans le portrait que l’on fait de lui. Mais les rouages implacables de la machine judiciaire se sont enclenchés.;https://fr.web.img6.acsta.net/img/35/ed/35ed470369140d245899854345096abe.jpg;2026-05-06;96
8061;;Dear Tomorrow;Dear Tomorrow;La solitude, fléau mondial grandissant, est au cœur de ce documentaire. À travers les parcours de Shoko et Masato, se dessine un récit sensible autour de leur quête de liens humains et de sens. Dans leurs moments de détresse, ils se tournent vers A Place for You, un service de messagerie tenu par des bénévoles. Face à l’ampleur de la crise, le Japon a même créé un ministère dédié. Le réalisateur, qui entretient des liens personnels avec le Japon, dresse un portrait émouvant de l'isolement et de l'espoir.;https://fr.web.img6.acsta.net/img/04/44/044471ac008b402a68470af6a64f964d.jpg;;91
8062;;The Driller Killer;The Driller Killer;Un artiste peintre perd peu à peu ses esprits jusqu'à se transformer en tueur en série opérant la nuit dans les rues de New York armé d'une perceuse. Le jour, il ne se rappelle plus de ses escapades nocturnes...;https://fr.web.img6.acsta.net/medias/nmedia/18/71/39/93/19133399.jpg;;96
